"Id","Hex Id","Set","Rarity","Number","Collectors Info","Unique","Title","Subtitle","Culture","Type","Race","Class","Twilight Cost","Strength","Vitality","Resistance","Minion Site Number","Ally Home Sites","Site Number","Site Arrow","Block","Background","Image","Top Icon","Top Text","Middle Icon","Middle Text","Bottom Icon","Bottom Text","Text","Lore","German Title","German Subtitle","German Text","German Lore","French Title","French Subtitle","French Text","French Lore","Italian Title","Italian Subtitle","Italian Text","Italian Lore","Spanish Title","Spanish Subtitle","Spanish Text","Spanish Lore"
100036,"44 6C 18",0,"W",36,"0W36",1,"Saruman","Instigator of Insurrection","Isengard","Minion","Wizard",,4,8,4,,4,,,,"The Hunters Block","Isengard_Noun","00_100036","icon_strength","8","icon_vitality","4","Icon_Compass",,"Saruman cannot be assigned to skirmish an unwounded character.<br>While you can spot 6 companions, all minions gain hunter 2.<br><keyword>Response:</keyword> If a hunter minion is about to take a wound, exert Saruman to prevent that.","Hunters Design-a-Card contest entry<br> Submitted by ""lyonscc""","Saruman","Instigator of Insurrection","Saruman cannot be assigned to skirmish an unwounded character.<br>While you can spot 6 companions, all minions gain hunter 2.<br><keyword>Response:</keyword> If a hunter minion is about to take a wound, exert Saruman to prevent that.","Hunters Design-a-Card contest entry<br> Submitted by ""lyonscc""","Saruman","Instigator of Insurrection","Saruman cannot be assigned to skirmish an unwounded character.<br>While you can spot 6 companions, all minions gain hunter 2.<br><keyword>Response:</keyword> If a hunter minion is about to take a wound, exert Saruman to prevent that.","Hunters Design-a-Card contest entry<br> Submitted by ""lyonscc""","Saruman","Instigator of Insurrection","Saruman cannot be assigned to skirmish an unwounded character.<br>While you can spot 6 companions, all minions gain hunter 2.<br><keyword>Response:</keyword> If a hunter minion is about to take a wound, exert Saruman to prevent that.","Hunters Design-a-Card contest entry<br> Submitted by ""lyonscc""","Saruman","Instigator of Insurrection","Saruman cannot be assigned to skirmish an unwounded character.<br>While you can spot 6 companions, all minions gain hunter 2.<br><keyword>Response:</keyword> If a hunter minion is about to take a wound, exert Saruman to prevent that.","Hunters Design-a-Card contest entry<br> Submitted by ""lyonscc"""
100037,"45 6C 18",0,"W",37,"0W37",1,"The Witch-king","Conqueror of Arthedain","Wraith","Minion","Nazgûl",,8,14,4,,3,,,,"The Hunters Block","Ringwraith_Noun","00_100037","icon_strength","14","icon_vitality","4","Icon_Compass",,"<keyword>Fierce.</keyword><br>When you play the Witch-king, you may spot an exhausted companion to add 2 threats.<br>Each time the Witch-king wins a skirmish, you may remove a threat to exert a companion for each companion over 4.","Hunters Design-a-Card contest entry<br> Submitted by ""Roy1991""","The Witch-king","Conqueror of Arthedain","<keyword>Fierce.</keyword><br>When you play the Witch-king, you may spot an exhausted companion to add 2 threats.<br>Each time the Witch-king wins a skirmish, you may remove a threat to exert a companion for each companion over 4.","Hunters Design-a-Card contest entry<br> Submitted by ""Roy1991""","The Witch-king","Conqueror of Arthedain","<keyword>Fierce.</keyword><br>When you play the Witch-king, you may spot an exhausted companion to add 2 threats.<br>Each time the Witch-king wins a skirmish, you may remove a threat to exert a companion for each companion over 4.","Hunters Design-a-Card contest entry<br> Submitted by ""Roy1991""","The Witch-king","Conqueror of Arthedain","<keyword>Fierce.</keyword><br>When you play the Witch-king, you may spot an exhausted companion to add 2 threats.<br>Each time the Witch-king wins a skirmish, you may remove a threat to exert a companion for each companion over 4.","Hunters Design-a-Card contest entry<br> Submitted by ""Roy1991""","The Witch-king","Conqueror of Arthedain","<keyword>Fierce.</keyword><br>When you play the Witch-king, you may spot an exhausted companion to add 2 threats.<br>Each time the Witch-king wins a skirmish, you may remove a threat to exert a companion for each companion over 4.","Hunters Design-a-Card contest entry<br> Submitted by ""Roy1991"""
100038,"46 6C 18",0,"W",38,"0W38",1,"Gandalf","Powerful Guide","Gandalf","Companion","Wizard",,4,8,4,7,,,,,"The Hunters Block","00_100038",,,"8",,"4",,"7","To play, spot 2 Hobbits.<br>Each time you play a spell, you may add a burden to wound a minion.<br>At the start of each skirmish involving Gandalf, you may draw a card and then discard a card from your hand.",,"Gandalf","Powerful Guide","To play, spot 2 Hobbits.<br>Each time you play a spell, you may add a burden to wound a minion.<br>At the start of each skirmish involving Gandalf, you may draw a card and then discard a card from your hand.",,"Gandalf","Powerful Guide","To play, spot 2 Hobbits.<br>Each time you play a spell, you may add a burden to wound a minion.<br>At the start of each skirmish involving Gandalf, you may draw a card and then discard a card from your hand.",,"Gandalf","Powerful Guide","To play, spot 2 Hobbits.<br>Each time you play a spell, you may add a burden to wound a minion.<br>At the start of each skirmish involving Gandalf, you may draw a card and then discard a card from your hand.",,"Gandalf","Powerful Guide","To play, spot 2 Hobbits.<br>Each time you play a spell, you may add a burden to wound a minion.<br>At the start of each skirmish involving Gandalf, you may draw a card and then discard a card from your hand.",
200005,"45 D4 30",0,"D",5,"0D5",1,"Théodred","Second Marshal of the Mark","Rohan","Companion","Man",,2,6,3,6,,,,,"War of the Ring Block","Rohan_Noun","13_138","icon_strength","6","icon_vitality","3",,"6","While you can spot a <symbol>rohan</symbol> Man who has resistance of 7 or more, Théodred is twilight cost –1.<br>At the start of each skirmish involving Théodred, you may exert each minion he is skirmishing.","DGMA Online Premiere Series","Théodred","Second Marshal of the Mark","While you can spot a <symbol>rohan</symbol> Man who has resistance 7 or more, Theodred is twilight cost -1. <br>At the start of each skrimish involving Théodred, you may exert each minion he is skirmishing.","DGMA Online Premiere Series","Théodred","Second Marshal of the Mark","While you can spot a <symbol>rohan</symbol> Man who has resistance 7 or more, Theodred is twilight cost -1. <br>At the start of each skrimish involving Théodred, you may exert each minion he is skirmishing.","DGMA Online Premiere Series","Théodred","Second Marshal of the Mark","While you can spot a <symbol>rohan</symbol> Man who has resistance 7 or more, Theodred is twilight cost -1. <br>At the start of each skrimish involving Théodred, you may exert each minion he is skirmishing.","DGMA Online Premiere Series","Théodred","Second Marshal of the Mark","While you can spot a <symbol>rohan</symbol> Man who has resistance 7 or more, Theodred is twilight cost -1. <br>At the start of each skrimish involving Théodred, you may exert each minion he is skirmishing.","DGMA Online Premiere Series"
200501,"45 F3 30",0,"SPD",1,"SPD1",0,"Goblet of the White City",,"Gondor","Possession",,,1,,,,,,,,"The Hunters Block","00_200501",,,,,,,,"Bearer must be a <symbol>gondor</symbol> companion.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, discard two random cards from hand or discard this possession.",,"Goblet of the White City",,"Bearer must be a <symbol>gondor</symbol> companion.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, discard two random cards from hand or discard this possession.",,"Goblet of the White City",,"Bearer must be a <symbol>gondor</symbol> companion.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, discard two random cards from hand or discard this possession.",,"Goblet of the White City",,"Bearer must be a <symbol>gondor</symbol> companion.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, discard two random cards from hand or discard this possession.",,"Goblet of the White City",,"Bearer must be a <symbol>gondor</symbol> companion.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, discard two random cards from hand or discard this possession.",
200502,"46 F3 30",0,"SPD",2,"SPD2",0,"Green Dragon Mug",,"Shire","Possession",,,1,,,,,,,,"The Hunters Block","00_200502",,,,,,,,"Bearer must be a Hobbit.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, exert bearer or discard this possession.",,"Green Dragon Mug",,"Bearer must be a Hobbit.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, exert bearer or discard this possession.",,"Green Dragon Mug",,"Bearer must be a Hobbit.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, exert bearer or discard this possession.",,"Green Dragon Mug",,"Bearer must be a Hobbit.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, exert bearer or discard this possession.",,"Green Dragon Mug",,"Bearer must be a Hobbit.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, exert bearer or discard this possession.",
200503,"47 F3 30",0,"SPD",3,"SPD3",0,"Rohirrim Stein",,"Rohan","Possession",,,1,,,,,,,,"The Hunters Block","00_200503",,,,,,,,"Bearer must be a <symbol>rohan</symbol> companion.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, add <symbol>twilight2</symbol> or discard this possession.",,"Rohirrim Stein",,"Bearer must be a <symbol>rohan</symbol> companion.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, add <symbol>twilight2</symbol> or discard this possession.",,"Rohirrim Stein",,"Bearer must be a <symbol>rohan</symbol> companion.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, add <symbol>twilight2</symbol> or discard this possession.",,"Rohirrim Stein",,"Bearer must be a <symbol>rohan</symbol> companion.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, add <symbol>twilight2</symbol> or discard this possession.",,"Rohirrim Stein",,"Bearer must be a <symbol>rohan</symbol> companion.<br>Each time a you move to a site, bearer is strength +1 until the end of the game. At the start of your fellowship phase, add <symbol>twilight2</symbol> or discard this possession.",
1000001,"41 24 F4",1,"R",1,"1R1",1,"The One Ring","Isildur's Bane",,"Ring",,,,,,,,,,,"Fellowship Block","Ring","01_001",,"+1",,"+1",,,"<keyword>Response:</keyword> If bearer is about to take a wound, he wears The One Ring until the regroup phase. <br>While wearing The One Ring, each time the Ring-bearer is about to take a wound, add two burdens instead.","“‘...the Ring slipped from his finger as he swam....'”","Der Eine Ring","Isildurs Fluch","<keyword>Reaktion:</keyword> Wenn der Ringträger im Begriff ist, eine Wunde zu erleiden, kann er den Ring bis zur Sammelphase benutzen. Solange er den Ring benutzt, erhält der Ringträger für jede Wunde, die ihm zugefügt wird, statt dessen 2 Lastmarken.","""...doch der Ring glitt von seinem Finger, als er schwamm...“","L'Anneau Unique","Fléau d'Isildur","<keyword>Réponse :</keyword> Si le détenteur est sur le point de se faire blesser, il met l’Anneau Unique jusqu’à la phase de ralliement. Tant qu’il a l’Anneau Unique au doigt, chaque fois que le Porteur de l’Anneau est sur le point de se faire blesser, ajoutez plutôt 2 points-fardeau.","“‘...l'Anneau glissa de son doigt tandis qu'il nageait....'”","L'Unico Anello","Flagello di Isildur","<keyword>Risposta:</keyword> Se il possessore sta per essere ferito, indossa L’Unico Anello fino alla fase di raccolta.<br>Finché indossa L’Unico Anello, ogni volta che il Portatore dell’Anello subirebbe una ferita, aggiungi invece 2 segnalini fardello.","“‘...mentre nuotava l'Anello gli scivolò dal dito....'”","El Anillo Único","El Daño de Isildur","<keyword>Respuesta:</keyword> Si el portador va a recibir una herida, se pone El Anillo Único hasta la fase de reagrupación. Mientras lleve El Anillo Único puesto, cada vez que el Portador del Anillo vaya a recibir una herida, en vez de eso añade dos Cargas.","“...el Anillo se le salió del dedo mientras nadaba...”"
1000002,"42 24 F4",1,"C",2,"1C2",1,"The One Ring","The Ruling Ring",,"Ring",,,,,,,,,,,"Fellowship Block","Ring","01_002",,"+1",,,,,"<keyword>Response:</keyword> If bearer is about to take a wound in a skirmish, he wears The One Ring until the regroup phase. <br>While wearing The One Ring, each time the Ring-bearer is about to take a wound during a skirmish, add a burden instead. ","“One Ring to rule them all....”","Der Eine Ring","der Meisterring","<keyword>Reaktion:</keyword> Wenn der Ringträger im Begriff ist, im Kampf eine Wunde zu erleiden, kann er den Ring bis zur Sammelphase benutzen. Solange er den Ring benutzt, erhält der Ringträger für jede Wunde, die ihm im Kampf zugefügt wird, statt dessen 1 Lastmarke.","""Ein Ring, sie zu knechten...“","L'Anneau Unique","L'Anneau Souverain","<keyword>Réponse :</keyword> Si le détenteur est sur le point de se faire blesser en combat, il met l’Anneau Unique jusqu’à la phase de ralliement. Tant qu’il a l’Anneau Unique au doigt, chaque fois que le Porteur de l’Anneau est sur le point de se faire blesser pendant un combat, ajoutez plutôr un point-fardeau.","“Un Anneau pour les gouverner tous....”","L'Unico Anello","L'Anello Dominante","<keyword>Risposta:</keyword> Se il possessore sta per essere ferito in una schermaglia, indossa L’Unico Anello fino alla fase di raccolta.<br>Finché indossa L’Unico Anello, ogni volta che il Portatore dell’Anello subirebbe una ferita durante una schermaglia, aggiungi invece 1 segnalini fardello.","“Un Anello per domarli...”","El Anillo Único","El Anillo Soberano","<keyword>Respuesta:</keyword> Si el portador va a recibir una herida en una escaramuza, se pone El Anillo Único hasta la fase de reagrupación. Mientras lleve El Anillo Único puesto, cada vez que el Portador del Anillo vaya a recibir una herida en una escaramuza, en vez de en vez de eso añade una Carga.","“Un Anillo para gobernarlos a todos...”"
1000003,"43 24 F4",1,"C",3,"1C3",0,"Axe Strike",,"Dwarven","Event",,"Skirmish",0,,,,,,,,"Fellowship Block","Dwarven_Verb","01_003",,,,,,,"<keyword>Skirmish:</keyword> Make a Dwarf strength +2 (or +3 if bearing a <symbol>dwarven</symbol> hand weapon).","Though Gimli's words were praised by the Lady of Light, he proved his best skill was swinging his axe.","Axthieb",,"<keyword>Kampf:</keyword> Gib einem Zwerg Stärke +2 (oder Stärke +3, wenn er eine <symbol>dwarven</symbol> Handwaffe trägt).","Obwohl Gimlis Worte von der Herrin des Lichts wohlwollend aufgenommen wurden, bewies er sein größtes Talent im Umgang mit der Axt.","Coup de Hache",,"<keyword>Combat :</keyword> Donnez +2 en force (ou +3 s’il porte une arme de mêlée <symbol>dwarven</symbol>) à un Nain.","Même si les paroles de Gimli furent louées par la Dame Blanche, il prouva que son meilleur talent était le balancement de sa hache.","Colpo d'Ascia",,"<keyword>Schermaglia:</keyword> Aggiungi +2 alla forza di un Nano (o +3 se impugna un’arma da mischia <symbol>dwarven</symbol>).","Sebbene la parole di Gimli fossero elogiate dalla Dama della Luce, lui aveva dimostrato che la sua migliore capacità era di far roteare la sua ascia.","Golpe de Hacha",,"<keyword>Escaramuza:</keyword> Da a un Enano fuerza +2 (+3 sí lleva una arma de mano <symbol>dwarven</symbol>).","A pesar de que las palabras de Gimli fueron alabadas por la Dama de la Luz, él demostró que su mejor habilidad era golpear con su hacha."
